locus_tag	ftype	length_bp	gene	EC_number	COG	product
HFDHAJOI_03220	CDS	2178	katG	1.11.1.21	COG0376	Catalase-peroxidase
HFDHAJOI_03221	CDS	1032	galE_2	5.1.3.2	COG1087	UDP-glucose 4-epimerase
HFDHAJOI_03222	CDS	1170	aspC_3	2.6.1.1	COG0436	Aspartate aminotransferase
HFDHAJOI_03223	CDS	426	mscL		COG1970	Large-conductance mechanosensitive channel
HFDHAJOI_03224	CDS	3507	sasA_9	2.7.-.-		Adaptive-response sensory-kinase SasA
HFDHAJOI_03225	CDS	1479				hypothetical protein
HFDHAJOI_03226	CDS	1716				hypothetical protein
HFDHAJOI_03227	CDS	1032				hypothetical protein
HFDHAJOI_03228	CDS	2214	fadJ		COG1024	Fatty acid oxidation complex subunit alpha
HFDHAJOI_03229	CDS	198				hypothetical protein
HFDHAJOI_03230	CDS	1209	fadA	2.3.1.-	COG0183	Putative acyltransferase
HFDHAJOI_03231	CDS	1794	dmdC_2	1.3.8.-	COG1960	3-methylmercaptopropionyl-CoA dehydrogenase
HFDHAJOI_03232	CDS	3774				hypothetical protein
HFDHAJOI_03233	CDS	918				hypothetical protein
HFDHAJOI_03234	CDS	804				hypothetical protein
HFDHAJOI_03235	CDS	498				hypothetical protein
HFDHAJOI_03236	CDS	555	yyaP		COG0262	putative protein YyaP
HFDHAJOI_03237	CDS	744				hypothetical protein
HFDHAJOI_03238	CDS	2520	srmB	3.6.4.13		ATP-dependent RNA helicase SrmB
HFDHAJOI_03239	CDS	639				hypothetical protein
HFDHAJOI_03240	CDS	981				hypothetical protein
HFDHAJOI_03241	CDS	267				hypothetical protein
HFDHAJOI_03242	CDS	498				hypothetical protein
HFDHAJOI_03243	CDS	1347	dinF		COG0534	DNA damage-inducible protein F
HFDHAJOI_03244	CDS	1089	pyrD	1.3.5.2	COG0167	Dihydroorotate dehydrogenase (quinone)
HFDHAJOI_03245	CDS	357				hypothetical protein
HFDHAJOI_03246	CDS	435				hypothetical protein
HFDHAJOI_03247	CDS	648	degU		COG2197	Transcriptional regulatory protein DegU
HFDHAJOI_03248	CDS	669	lexA_3	3.4.21.88		LexA repressor
HFDHAJOI_03249	CDS	714				hypothetical protein
HFDHAJOI_03250	CDS	414				hypothetical protein
HFDHAJOI_03251	CDS	843	artJ_2		COG0834	ABC transporter arginine-binding protein 1
HFDHAJOI_03252	CDS	1920				hypothetical protein
HFDHAJOI_03253	CDS	1545				hypothetical protein
HFDHAJOI_03254	CDS	552		1.-.-.-	COG0431	NAD(P)H-dependent FMN reductase
HFDHAJOI_03255	tRNA	74				tRNA-Gly(ccc)
HFDHAJOI_03256	CDS	1098	dcd	3.5.4.13		dCTP deaminase, dUMP-forming
HFDHAJOI_03257	CDS	1179	metZ	2.5.1.-	COG0626	O-succinylhomoserine sulfhydrylase
HFDHAJOI_03258	CDS	426	apaG		COG2967	Protein ApaG
HFDHAJOI_03259	CDS	927				hypothetical protein
HFDHAJOI_03260	CDS	1965				hypothetical protein
HFDHAJOI_03261	CDS	990	hslO		COG1281	33 kDa chaperonin
HFDHAJOI_03262	CDS	918	argF	2.1.3.3	COG0078	Ornithine carbamoyltransferase
HFDHAJOI_03263	CDS	1203	aruC	2.6.1.11	COG4992	Succinylornithine transaminase/acetylornithine aminotransferase
HFDHAJOI_03264	CDS	546				hypothetical protein
HFDHAJOI_03265	CDS	684	phoB		COG0745	Phosphate regulon transcriptional regulatory protein PhoB
HFDHAJOI_03266	CDS	714	phoU		COG0704	Phosphate-specific transport system accessory protein PhoU 
HFDHAJOI_03267	CDS	810	pstB	7.3.2.1		Phosphate import ATP-binding protein PstB
HFDHAJOI_03268	CDS	1353				hypothetical protein
HFDHAJOI_03269	CDS	1461				hypothetical protein
HFDHAJOI_03270	CDS	1041	sphX		COG0226	Protein SphX
HFDHAJOI_03271	CDS	1317	sasA_10	2.7.-.-		Adaptive-response sensory-kinase SasA
HFDHAJOI_03272	CDS	882		2.7.4.1	COG2326	Polyphosphate:ADP phosphotransferase 1
HFDHAJOI_03273	CDS	1194				hypothetical protein
HFDHAJOI_03274	CDS	960				hypothetical protein
HFDHAJOI_03275	CDS	1056				hypothetical protein
HFDHAJOI_03276	tRNA	76				tRNA-Thr(cgt)
HFDHAJOI_03277	CDS	396				hypothetical protein
HFDHAJOI_03278	CDS	1707	fadD_2	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
HFDHAJOI_03279	CDS	1629	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
HFDHAJOI_03280	CDS	168				hypothetical protein
HFDHAJOI_03281	CDS	534				hypothetical protein
HFDHAJOI_03282	CDS	795				hypothetical protein
HFDHAJOI_03283	CDS	927	scrK	2.7.1.4	COG0524	Fructokinase
HFDHAJOI_03284	CDS	693	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
HFDHAJOI_03285	CDS	156				hypothetical protein
HFDHAJOI_03286	CDS	1038	pyrC_2	3.5.2.3	COG0418	Dihydroorotase
HFDHAJOI_03287	CDS	1086	rpfG_1	3.1.4.-	COG3437	Cyclic di-GMP phosphodiesterase response regulator RpfG
HFDHAJOI_03288	CDS	2262	rcsC_9	2.7.13.3		Sensor histidine kinase RcsC
HFDHAJOI_03289	CDS	495				hypothetical protein
HFDHAJOI_03290	CDS	396	rpfG_2	3.1.4.-	COG3437	Cyclic di-GMP phosphodiesterase response regulator RpfG
HFDHAJOI_03291	CDS	624	coaA_1	2.7.1.33		Pantothenate kinase
HFDHAJOI_03292	CDS	783	frcA_3	7.5.2.-	COG1129	Fructose import ATP-binding protein FrcA
HFDHAJOI_03293	CDS	1083	frcC		COG1172	Fructose import permease protein FrcC
HFDHAJOI_03294	CDS	1122	frcB			Fructose import binding protein FrcB
HFDHAJOI_03295	CDS	1245				hypothetical protein
HFDHAJOI_03296	CDS	429	fucU_1	5.1.3.29	COG4154	L-fucose mutarotase
HFDHAJOI_03297	CDS	735				hypothetical protein
HFDHAJOI_03298	CDS	1041		5.1.1.8	COG3938	4-hydroxyproline 2-epimerase 1
HFDHAJOI_03299	tRNA	77				tRNA-Arg(acg)
HFDHAJOI_03300	CDS	1488	sasA_11	2.7.-.-		Adaptive-response sensory-kinase SasA
HFDHAJOI_03301	CDS	2028				hypothetical protein
HFDHAJOI_03302	CDS	390	rnpA	3.1.26.5		Ribonuclease P protein component
HFDHAJOI_03303	CDS	1791	yidC		COG0706	Membrane protein insertase YidC
HFDHAJOI_03304	CDS	909				hypothetical protein
HFDHAJOI_03305	CDS	660	engB		COG0218	putative GTP-binding protein EngB
HFDHAJOI_03306	CDS	558				hypothetical protein
HFDHAJOI_03307	CDS	717				hypothetical protein
HFDHAJOI_03308	CDS	546	sigK_2		COG1595	ECF RNA polymerase sigma factor SigK
HFDHAJOI_03309	CDS	888	argB	2.7.2.8	COG0548	Acetylglutamate kinase
HFDHAJOI_03310	CDS	1497	stp			Multidrug resistance protein Stp
HFDHAJOI_03311	CDS	915				hypothetical protein
HFDHAJOI_03312	CDS	186				hypothetical protein
HFDHAJOI_03313	CDS	720				hypothetical protein
HFDHAJOI_03314	CDS	684				hypothetical protein
HFDHAJOI_03315	CDS	879				hypothetical protein
HFDHAJOI_03316	CDS	861	dapD	2.3.1.117		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
HFDHAJOI_03317	CDS	375				hypothetical protein
HFDHAJOI_03318	CDS	1194	dapE_1	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
HFDHAJOI_03319	CDS	597				hypothetical protein
HFDHAJOI_03320	CDS	768	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
HFDHAJOI_03321	CDS	945	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
HFDHAJOI_03322	CDS	513	def_2	3.5.1.88	COG0242	Peptide deformylase
HFDHAJOI_03323	CDS	1503				hypothetical protein
HFDHAJOI_03324	CDS	1506				hypothetical protein
HFDHAJOI_03325	CDS	1224				hypothetical protein
HFDHAJOI_03326	CDS	900	rbsK_1	2.7.1.15	COG0524	Ribokinase
HFDHAJOI_03327	CDS	2346				hypothetical protein
HFDHAJOI_03328	CDS	945	rihA	3.2.-.-	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihA
HFDHAJOI_03329	CDS	372				hypothetical protein
HFDHAJOI_03330	CDS	258				hypothetical protein
HFDHAJOI_03331	CDS	702	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
HFDHAJOI_03332	CDS	1239	metK	2.5.1.6		S-adenosylmethionine synthase
HFDHAJOI_03333	CDS	420				hypothetical protein
HFDHAJOI_03334	CDS	1590	lnt	2.3.1.269	COG0815	Apolipoprotein N-acyltransferase
HFDHAJOI_03335	CDS	1302				hypothetical protein
HFDHAJOI_03336	CDS	507	ybeY	3.1.-.-		Endoribonuclease YbeY
HFDHAJOI_03337	CDS	1056			COG1702	PhoH-like protein
HFDHAJOI_03338	CDS	1395	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
HFDHAJOI_03339	CDS	798				hypothetical protein
HFDHAJOI_03340	CDS	429	fur		COG0735	Ferric uptake regulation protein
HFDHAJOI_03341	CDS	498				hypothetical protein
HFDHAJOI_03342	CDS	648	OSGEPL1	2.3.1.234		tRNA N6-adenosine threonylcarbamoyltransferase, mitochondrial
HFDHAJOI_03343	CDS	564	nfuA			Fe/S biogenesis protein NfuA
HFDHAJOI_03344	CDS	492				hypothetical protein
HFDHAJOI_03345	CDS	1065	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
HFDHAJOI_03346	CDS	411				hypothetical protein
HFDHAJOI_03347	CDS	420				hypothetical protein
HFDHAJOI_03348	CDS	1611	murJ		COG0728	putative lipid II flippase MurJ
HFDHAJOI_03349	CDS	2826	glnD		COG2844	Bifunctional uridylyltransferase/uridylyl-removing enzyme
HFDHAJOI_03350	CDS	2736	mutS		COG0249	DNA mismatch repair protein MutS
HFDHAJOI_03351	CDS	2286	tme	1.1.1.40	COG0280	NADP-dependent malic enzyme
HFDHAJOI_03352	CDS	918	gcvA_9			Glycine cleavage system transcriptional activator
HFDHAJOI_03353	CDS	228				hypothetical protein
HFDHAJOI_03354	CDS	882				hypothetical protein
HFDHAJOI_03355	CDS	492	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
HFDHAJOI_03356	CDS	861	aviRb	2.1.1.208		23S rRNA (uridine(2479)-2'-O)-methyltransferase
HFDHAJOI_03357	CDS	1143	rlmL	2.1.1.264		Ribosomal RNA large subunit methyltransferase K/L
HFDHAJOI_03358	CDS	345				hypothetical protein
HFDHAJOI_03359	CDS	303	ihfB		COG0776	Integration host factor subunit beta
HFDHAJOI_03360	CDS	732				hypothetical protein
HFDHAJOI_03361	CDS	552	lptA			Lipopolysaccharide export system protein LptA
HFDHAJOI_03362	CDS	813	lptB_3	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
HFDHAJOI_03363	CDS	1569	rpoN2		COG1508	RNA polymerase sigma-54 factor 2
HFDHAJOI_03364	CDS	576	hpf			Ribosome hibernation promoting factor
HFDHAJOI_03365	CDS	465	ptsN		COG1762	Nitrogen regulatory protein
HFDHAJOI_03366	CDS	627	grpE			Protein GrpE
HFDHAJOI_03367	CDS	1089	hrcA		COG1420	Heat-inducible transcription repressor HrcA
HFDHAJOI_03368	CDS	717	rph	2.7.7.56	COG0689	Ribonuclease PH
HFDHAJOI_03369	CDS	645		3.6.1.66	COG0127	dITP/XTP pyrophosphatase
HFDHAJOI_03370	CDS	1182	hemW		COG0635	Heme chaperone HemW
HFDHAJOI_03371	CDS	738	cypM	2.1.1.301		Cypemycin N-terminal methyltransferase
HFDHAJOI_03372	CDS	1551	dnaA_3		COG0593	Chromosomal replication initiator protein DnaA
HFDHAJOI_03373	CDS	267	rpsT		COG0268	30S ribosomal protein S20
HFDHAJOI_03374	CDS	774	echA8	4.2.1.17	COG1024	putative enoyl-CoA hydratase echA8
HFDHAJOI_03375	CDS	891	mutM	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase
HFDHAJOI_03376	CDS	777	ubiE	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
HFDHAJOI_03377	CDS	1575	ubiB_2	2.7.-.-	COG0661	putative protein kinase UbiB
HFDHAJOI_03378	CDS	1488	sasA_12	2.7.-.-		Adaptive-response sensory-kinase SasA
HFDHAJOI_03379	CDS	438	rcp1			Response regulator rcp1
HFDHAJOI_03380	CDS	1041	cheB_2	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
HFDHAJOI_03381	CDS	1215	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
HFDHAJOI_03382	CDS	354				hypothetical protein
HFDHAJOI_03383	CDS	945	egtC	3.5.1.118		Gamma-glutamyl-hercynylcysteine sulfoxide hydrolase
HFDHAJOI_03384	CDS	912				hypothetical protein
HFDHAJOI_03385	CDS	828	thiD	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
HFDHAJOI_03386	CDS	675	gph_4	3.1.3.18		Phosphoglycolate phosphatase
HFDHAJOI_03387	CDS	3759				hypothetical protein
HFDHAJOI_03388	CDS	1584	prfC		COG4108	Peptide chain release factor 3
HFDHAJOI_03389	CDS	477	dut	3.6.1.23		Deoxyuridine 5'-triphosphate nucleotidohydrolase
HFDHAJOI_03390	CDS	885	eis	2.3.1.-		N-acetyltransferase Eis
HFDHAJOI_03391	CDS	633	rhtB_5		COG1280	Homoserine/homoserine lactone efflux protein
HFDHAJOI_03392	CDS	618	rhtB_6		COG1280	Homoserine/homoserine lactone efflux protein
HFDHAJOI_03393	CDS	969	cysK1	2.5.1.47	COG0031	O-acetylserine sulfhydrylase
HFDHAJOI_03394	CDS	1056				hypothetical protein
HFDHAJOI_03395	CDS	1530	comM		COG0606	Competence protein ComM
HFDHAJOI_03396	CDS	948	gshB	6.3.2.3	COG0189	Glutathione synthetase
HFDHAJOI_03397	CDS	492				hypothetical protein
HFDHAJOI_03398	CDS	1113	ugpC_3	7.6.2.10	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
HFDHAJOI_03399	CDS	843	araQ_1		COG0395	L-arabinose transport system permease protein AraQ
HFDHAJOI_03400	CDS	882	ugpA_2		COG1175	sn-glycerol-3-phosphate transport system permease protein UgpA
HFDHAJOI_03401	CDS	1341	ugpB_2		COG1653	sn-glycerol-3-phosphate-binding periplasmic protein UgpB
HFDHAJOI_03402	CDS	369				hypothetical protein
HFDHAJOI_03403	CDS	975	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
HFDHAJOI_03404	CDS	1119	dnaN			Beta sliding clamp
HFDHAJOI_03405	CDS	594	olsG	2.1.1.344		Ornithine lipid N-methyltransferase
HFDHAJOI_03406	CDS	705	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
HFDHAJOI_03407	CDS	288				hypothetical protein
HFDHAJOI_03408	CDS	981				hypothetical protein
HFDHAJOI_03409	CDS	159				hypothetical protein
HFDHAJOI_03410	CDS	807	uppP_1	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
HFDHAJOI_03411	CDS	693	fzlA			FtsZ-localized protein A
HFDHAJOI_03412	CDS	1155	queG	1.17.99.6	COG1600	Epoxyqueuosine reductase
HFDHAJOI_03413	CDS	882				hypothetical protein
HFDHAJOI_03414	CDS	363	rlpA_2	4.2.2.-		Endolytic peptidoglycan transglycosylase RlpA
HFDHAJOI_03415	CDS	1293	rsmB_1	2.1.1.176		Ribosomal RNA small subunit methyltransferase B
HFDHAJOI_03416	CDS	1281				hypothetical protein
HFDHAJOI_03417	CDS	1527				hypothetical protein
HFDHAJOI_03418	CDS	1107				hypothetical protein
HFDHAJOI_03419	CDS	1077				hypothetical protein
HFDHAJOI_03420	CDS	462	crtK-2		COG3476	Tryptophan-rich protein TspO
HFDHAJOI_03421	CDS	450				hypothetical protein
HFDHAJOI_03422	CDS	639	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
HFDHAJOI_03423	CDS	1563	guaA	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
HFDHAJOI_03424	CDS	561	ogt	2.1.1.63		Methylated-DNA--protein-cysteine methyltransferase
HFDHAJOI_03425	CDS	348	yffB		COG1393	Protein YffB
HFDHAJOI_03426	CDS	474	ybaK	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
HFDHAJOI_03427	CDS	285				hypothetical protein
HFDHAJOI_03428	CDS	1251		3.4.11.-	COG2309	Aminopeptidase T
HFDHAJOI_03429	CDS	354				hypothetical protein
HFDHAJOI_03430	CDS	381				hypothetical protein
HFDHAJOI_03431	CDS	222				hypothetical protein
HFDHAJOI_03432	CDS	210	cspA_2		COG1278	Cold shock protein CspA
HFDHAJOI_03433	CDS	852				hypothetical protein
HFDHAJOI_03434	CDS	504				hypothetical protein
HFDHAJOI_03435	CDS	600	azoR_2	1.7.1.17		FMN-dependent NADH-azoreductase
HFDHAJOI_03436	CDS	1611	xseA	3.1.11.6		Exodeoxyribonuclease 7 large subunit
HFDHAJOI_03437	CDS	1833				hypothetical protein
HFDHAJOI_03438	CDS	1086				hypothetical protein
HFDHAJOI_03439	CDS	375				hypothetical protein
HFDHAJOI_03440	CDS	987		1.1.1.384		dTDP-3,4-didehydro-2,6-dideoxy-alpha-D-glucose 3-reductase
HFDHAJOI_03441	CDS	561	rutB_2	3.5.1.110		Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
HFDHAJOI_03442	CDS	969	rhaR_1			HTH-type transcriptional activator RhaR
HFDHAJOI_03443	CDS	951	yajO_2	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
HFDHAJOI_03444	CDS	453				hypothetical protein
HFDHAJOI_03445	CDS	891	pgrR_4			HTH-type transcriptional regulator PgrR
HFDHAJOI_03446	CDS	996	yajO_3	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
HFDHAJOI_03447	CDS	861				hypothetical protein
HFDHAJOI_03448	CDS	1416	hisC_3	2.6.1.9		Histidinol-phosphate aminotransferase
HFDHAJOI_03449	CDS	978	rhaR_2			HTH-type transcriptional activator RhaR
HFDHAJOI_03450	CDS	915				hypothetical protein
HFDHAJOI_03451	CDS	1140	rsgA	3.6.1.-		Small ribosomal subunit biogenesis GTPase RsgA
HFDHAJOI_03452	CDS	147				hypothetical protein
HFDHAJOI_03453	CDS	2424	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
HFDHAJOI_03454	CDS	345				hypothetical protein
HFDHAJOI_03455	CDS	1086	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
HFDHAJOI_03456	CDS	405				hypothetical protein
HFDHAJOI_03457	CDS	204	rpmI		COG0291	50S ribosomal protein L35
HFDHAJOI_03458	CDS	1323	sasA_13	2.7.-.-		Adaptive-response sensory-kinase SasA
HFDHAJOI_03459	CDS	669	qseB_3			Transcriptional regulatory protein QseB
HFDHAJOI_03460	CDS	501				hypothetical protein
HFDHAJOI_03461	CDS	564				hypothetical protein
HFDHAJOI_03462	CDS	591	infC		COG0290	Translation initiation factor IF-3
HFDHAJOI_03463	CDS	795				hypothetical protein
HFDHAJOI_03464	CDS	618				hypothetical protein
HFDHAJOI_03465	CDS	1170				hypothetical protein
HFDHAJOI_03466	CDS	984				hypothetical protein
HFDHAJOI_03467	CDS	471				hypothetical protein
HFDHAJOI_03468	CDS	1098	takP_2		COG4663	Alpha-keto acid-binding periplasmic protein TakP
HFDHAJOI_03469	CDS	1995		1.4.3.22		Histamine oxidase
HFDHAJOI_03470	CDS	171				hypothetical protein
HFDHAJOI_03471	CDS	1440				hypothetical protein
HFDHAJOI_03472	CDS	1020	virS_1			HTH-type transcriptional regulator VirS
HFDHAJOI_03473	CDS	1029	aphA	3.5.1.-		Acetylpolyamine amidohydrolase
HFDHAJOI_03474	CDS	369				hypothetical protein
HFDHAJOI_03475	CDS	531	ttr	2.3.1.-		Acetyltransferase
HFDHAJOI_03476	CDS	573	sutR_2		COG1396	HTH-type transcriptional regulator SutR
HFDHAJOI_03477	CDS	567	sutR_3		COG1396	HTH-type transcriptional regulator SutR
HFDHAJOI_03478	CDS	1203	kbl	2.3.1.29	COG0156	2-amino-3-ketobutyrate coenzyme A ligase
HFDHAJOI_03479	CDS	1026	tdh	1.1.1.103	COG1063	L-threonine 3-dehydrogenase
HFDHAJOI_03480	CDS	729				hypothetical protein
HFDHAJOI_03481	CDS	1692				hypothetical protein
HFDHAJOI_03482	CDS	231				hypothetical protein
HFDHAJOI_03483	CDS	255				hypothetical protein
HFDHAJOI_03484	CDS	717				hypothetical protein
HFDHAJOI_03485	CDS	795				hypothetical protein
HFDHAJOI_03486	CDS	525	ecfG_3			ECF RNA polymerase sigma factor EcfG
HFDHAJOI_03487	CDS	1425				hypothetical protein
HFDHAJOI_03488	CDS	402				hypothetical protein
HFDHAJOI_03489	CDS	594				hypothetical protein
HFDHAJOI_03490	CDS	876				hypothetical protein
HFDHAJOI_03491	CDS	270				hypothetical protein
HFDHAJOI_03492	CDS	315				hypothetical protein
HFDHAJOI_03493	CDS	1239				hypothetical protein
HFDHAJOI_03494	CDS	372				hypothetical protein
HFDHAJOI_03495	CDS	1821	lepA	3.6.5.-		Elongation factor 4
HFDHAJOI_03496	CDS	345	ytcD		COG1733	putative HTH-type transcriptional regulator YtcD
HFDHAJOI_03497	CDS	315				hypothetical protein
HFDHAJOI_03498	CDS	231				hypothetical protein
HFDHAJOI_03499	CDS	300	ccdB			Toxin CcdB
HFDHAJOI_03500	CDS	366				hypothetical protein
HFDHAJOI_03501	CDS	1608				hypothetical protein
HFDHAJOI_03502	CDS	1314				hypothetical protein
HFDHAJOI_03503	CDS	594				hypothetical protein
HFDHAJOI_03504	CDS	705				hypothetical protein
HFDHAJOI_03505	CDS	441				hypothetical protein
HFDHAJOI_03506	CDS	306				hypothetical protein
HFDHAJOI_03507	CDS	465				hypothetical protein
HFDHAJOI_03508	tRNA	87				tRNA-Leu(cag)
HFDHAJOI_03509	CDS	222				hypothetical protein
HFDHAJOI_03510	CDS	1227				hypothetical protein
HFDHAJOI_03511	CDS	387				hypothetical protein
HFDHAJOI_03512	CDS	855				hypothetical protein
HFDHAJOI_03513	CDS	348				hypothetical protein
HFDHAJOI_03514	CDS	1392	pepA_2	3.4.11.10		cytosol aminopeptidase
HFDHAJOI_03515	CDS	822	bepA_3	3.4.-.-		Beta-barrel assembly-enhancing protease
HFDHAJOI_03516	CDS	588				hypothetical protein
HFDHAJOI_03517	CDS	510				hypothetical protein
HFDHAJOI_03518	CDS	3063				hypothetical protein
HFDHAJOI_03519	CDS	810		1.-.-.-		putative oxidoreductase
HFDHAJOI_03520	CDS	993				hypothetical protein
HFDHAJOI_03521	CDS	1806	gshAB	6.3.2.3		Glutathione biosynthesis bifunctional protein GshAB
HFDHAJOI_03522	CDS	1911	asnB	6.3.5.4	COG0367	Asparagine synthetase [glutamine-hydrolyzing] 1
HFDHAJOI_03523	CDS	1413				hypothetical protein
HFDHAJOI_03524	CDS	681	aadR_2		COG0664	Transcriptional activatory protein AadR
HFDHAJOI_03525	CDS	348				hypothetical protein
HFDHAJOI_03526	CDS	987	cdhR_2		COG4977	HTH-type transcriptional regulator CdhR
HFDHAJOI_03527	CDS	1158				hypothetical protein
HFDHAJOI_03528	CDS	279				hypothetical protein
HFDHAJOI_03529	tRNA	90				tRNA-Ser(gga)
HFDHAJOI_03530	CDS	318				hypothetical protein
HFDHAJOI_03531	CDS	660	msrA	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
HFDHAJOI_03532	CDS	993	tmpC		COG1744	Membrane lipoprotein TmpC
HFDHAJOI_03533	CDS	1521	mglA_2	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
HFDHAJOI_03534	CDS	1104				hypothetical protein
HFDHAJOI_03535	CDS	972	rfuD		COG1079	putative riboflavin import permease protein RfuD
HFDHAJOI_03536	CDS	393	cdd	3.5.4.5	COG0295	Cytidine deaminase
HFDHAJOI_03537	CDS	807	punA	2.4.2.1		Purine nucleoside phosphorylase 1
HFDHAJOI_03538	CDS	777	deoC	4.1.2.4	COG0274	Deoxyribose-phosphate aldolase
HFDHAJOI_03539	CDS	1317	deoA	2.4.2.4	COG0213	Thymidine phosphorylase
HFDHAJOI_03540	CDS	519				hypothetical protein
HFDHAJOI_03541	CDS	630	upp	2.4.2.9		Uracil phosphoribosyltransferase
HFDHAJOI_03542	CDS	969		3.5.4.2	COG1816	Adenine deaminase
HFDHAJOI_03543	CDS	1221	deoB	5.4.2.7	COG1015	Phosphopentomutase
HFDHAJOI_03544	CDS	624				hypothetical protein
HFDHAJOI_03545	CDS	642				hypothetical protein
HFDHAJOI_03546	CDS	405				hypothetical protein
HFDHAJOI_03547	CDS	186				hypothetical protein
HFDHAJOI_03548	CDS	513				hypothetical protein
HFDHAJOI_03549	CDS	813				hypothetical protein
HFDHAJOI_03550	CDS	1557	sctC			Type 3 secretion system secretin
HFDHAJOI_03551	CDS	720				hypothetical protein
HFDHAJOI_03552	CDS	1290				hypothetical protein
HFDHAJOI_03553	CDS	1485				hypothetical protein
HFDHAJOI_03554	CDS	1017				hypothetical protein
HFDHAJOI_03555	CDS	987				hypothetical protein
HFDHAJOI_03556	CDS	156				hypothetical protein
HFDHAJOI_03557	CDS	465				hypothetical protein
HFDHAJOI_03558	CDS	1305	pncB	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase
HFDHAJOI_03559	CDS	300				hypothetical protein
HFDHAJOI_03560	CDS	963	ghrA_1	1.1.1.79	COG0111	Glyoxylate/hydroxypyruvate reductase A
HFDHAJOI_03561	CDS	1638	yejF_3		COG4172	putative ABC transporter ATP-binding protein YejF
HFDHAJOI_03562	CDS	1137	yejE		COG4239	Inner membrane ABC transporter permease protein YejE
HFDHAJOI_03563	CDS	1095	yejB		COG4174	Inner membrane ABC transporter permease protein YejB
HFDHAJOI_03564	CDS	1851	appA			Oligopeptide-binding protein AppA
HFDHAJOI_03565	CDS	1062	mepA	3.4.24.-		Penicillin-insensitive murein endopeptidase
HFDHAJOI_03566	CDS	381	mgsA	4.2.3.3	COG1803	Methylglyoxal synthase
HFDHAJOI_03567	CDS	1041	glk	2.7.1.2	COG0837	Glucokinase
HFDHAJOI_03568	CDS	1800		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
HFDHAJOI_03569	CDS	825	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
HFDHAJOI_03570	CDS	636	gpmA_2	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
